2.jpg	[[[[126.0, 262.0], [198.0, 274.0], [195.0, 291.0], [123.0, 280.0]], ('’„œÛ”Ê25237', 0.5442101)]]
1559.jpg	[[[[305.0, 471.0], [606.0, 418.0], [618.0, 490.0], [317.0, 543.0]], ('’„≤‘”Ê08118', 0.77091193)]]
1562.jpg	[[[[144.0, 247.0], [423.0, 188.0], [438.0, 260.0], [159.0, 319.0]], ('’„œÛ”Ê10198', 0.8504561)]]
1564.jpg	[[[[141.0, 408.0], [236.0, 422.0], [230.0, 456.0], [136.0, 441.0]], ('√ˆΩ˙”Ê05516', 0.67270267)]]
1566.jpg	[[[[55.0, 364.0], [293.0, 387.0], [289.0, 436.0], [50.0, 413.0]], ('’„œÛ”Ê30303', 0.768923)]]
1568.jpg	[[[[301.0, 530.0], [487.0, 561.0], [481.0, 596.0], [295.0, 565.0]], ('‘¡ƒœ∞ƒ”Ê14009', 0.90282696)]]
1571.jpg	[[[[135.0, 271.0], [262.0, 310.0], [252.0, 345.0], [124.0, 306.0]], ('√ˆ∆’”Ê05697', 0.715095)]]
1572.jpg	[[[[449.0, 0.0], [826.0, 143.0], [777.0, 261.0], [400.0, 103.0]], ('’„Ω∑”Ê71036', 0.6932442)]]
1574.jpg	[[[[231.0, 465.0], [340.0, 471.0], [339.0, 493.0], [230.0, 487.0]], ('À’∫£√≈”Ê01928', 0.98573494)]]
1576.jpg	[[[[104.0, 74.0], [412.0, 4.0], [432.0, 95.0], [124.0, 165.0]], ('’„¡Î”Ê23923', 0.82934463)]]
1579.jpg	[[[[192.0, 109.0], [540.0, 14.0], [561.0, 102.0], [216.0, 197.0]], ('’„œÛ”Ê11017', 0.746263)]]
1581.jpg	[[[[160.0, 402.0], [398.0, 407.0], [397.0, 467.0], [159.0, 461.0]], ('√ˆΩ˙”Ê05883', 0.6596922)]]
1586.jpg	[[[[272.0, 466.0], [463.0, 448.0], [466.0, 482.0], [275.0, 499.0]], ('À’∏””Ê03777', 0.9752195)]]
1588.jpg	[[[[221.0, 242.0], [409.0, 177.0], [421.0, 212.0], [234.0, 277.0]], ('¬≥»È”Ê 51177', 0.92831165)]]
1591.jpg	[[[[93.0, 162.0], [165.0, 172.0], [163.0, 186.0], [91.0, 177.0]], ('¬≥·∞”Ê60003', 0.88989496)]]
1592.jpg	[[[[366.0, 441.0], [584.0, 412.0], [589.0, 453.0], [371.0, 483.0]], ('√ˆΩ˙”Ê05918', 0.69224024)]]
1597.jpg	[[[[262.0, 321.0], [406.0, 292.0], [412.0, 322.0], [268.0, 351.0]], ('À’∏””Ê‘À02869', 0.89414775)]]
1600.jpg	[[[[14.0, 550.0], [183.0, 559.0], [181.0, 594.0], [12.0, 586.0]], ('√ˆΩ˙”Ê05869', 0.93860507)]]
1602.jpg	[[[[52.0, 398.0], [322.0, 433.0], [317.0, 476.0], [46.0, 441.0]], ('¬≥ Ÿ”Ê65267', 0.99199796)]]
1606.jpg	[[[[221.0, 311.0], [416.0, 311.0], [416.0, 341.0], [221.0, 341.0]], ('¬≥≥«”Ê60129', 0.9731244)]]
1608.jpg	[[[[210.0, 189.0], [379.0, 236.0], [369.0, 270.0], [200.0, 223.0]], ('¬≥Ω∫”Ê—¯66167', 0.96724254)]]
1613.jpg	[[[[211.0, 393.0], [468.0, 368.0], [474.0, 431.0], [218.0, 457.0]], ('÷–π˙”Ê’˛33206', 0.6215379)]]
1617.jpg	[[[[257.0, 393.0], [406.0, 365.0], [412.0, 397.0], [263.0, 425.0]], ('¡…”™”Ê26655', 0.9459567)]]
1622.jpg	[[[[303.0, 196.0], [410.0, 188.0], [413.0, 216.0], [305.0, 224.0]], ('¬≥Ω∫”Ê60951', 0.8942691)]]
1623.jpg	[[[[41.0, 418.0], [229.0, 439.0], [225.0, 476.0], [37.0, 455.0]], ('’„œÛ”Ê40006', 0.86124074)]]
1624.jpg	[[[[206.0, 478.0], [364.0, 518.0], [356.0, 551.0], [198.0, 511.0]], ('À’∏””Ê‘À02689', 0.8807483)]]
1625.jpg	[[[[303.0, 310.0], [518.0, 357.0], [506.0, 409.0], [292.0, 362.0]], ('‘¡—ÙŒ˜”Ê39768', 0.9351571)]]
1627.jpg	[[[[370.0, 78.0], [524.0, 106.0], [516.0, 150.0], [363.0, 122.0]], ('√ˆ ®”Ê06522', 0.8077417)]]
1628.jpg	[[[[114.0, 346.0], [322.0, 384.0], [313.0, 433.0], [105.0, 395.0]], ('¬≥Ω∫”Ê60716', 0.919116)]]
1629.jpg	[[[[321.0, 352.0], [440.0, 321.0], [450.0, 360.0], [331.0, 391.0]], ('‘¡µÁ”Ê31991', 0.92106307)]]
1630.jpg	[[[[364.0, 531.0], [506.0, 515.0], [510.0, 548.0], [368.0, 565.0]], ('‘¡µÁ”Ê04138', 0.954342)]]
1632.jpg	[[[[44.0, 196.0], [204.0, 216.0], [200.0, 248.0], [39.0, 227.0]], ('À’∏””Ê02877', 0.8583299)]]
1633.jpg	[[[[524.0, 369.0], [767.0, 341.0], [772.0, 382.0], [529.0, 411.0]], ('√ˆΩ˙”Ê05918', 0.79713255)]]
1634.jpg	[[[[317.0, 410.0], [538.0, 439.0], [532.0, 486.0], [311.0, 458.0]], ('√ˆ ®”Ê07019', 0.924369)]]
1635.jpg	[[[[35.0, 456.0], [154.0, 446.0], [157.0, 479.0], [38.0, 489.0]], ('À’∆Ù”Ê02211', 0.9572129)]]
1637.jpg	[[[[51.0, 369.0], [243.0, 401.0], [234.0, 450.0], [43.0, 418.0]], ('’„·””Ê1422', 0.6303989)]]
1638.jpg	[[[[142.0, 358.0], [336.0, 362.0], [335.0, 403.0], [141.0, 398.0]], ('’„œÛ”Ê10019', 0.81666)]]
1640.jpg	[[[[47.0, 230.0], [140.0, 234.0], [139.0, 262.0], [46.0, 258.0]], ('œÊ≥§ª˙6298', 0.7821745)]]
1641.jpg	[[[[184.0, 143.0], [361.0, 179.0], [355.0, 210.0], [178.0, 175.0]], ('’„·””Ê07334', 0.8397878)]]
1645.jpg	[[[[589.0, 392.0], [728.0, 379.0], [730.0, 405.0], [591.0, 418.0]], ('¬≥·¿”Ê72888', 0.8872897)]]
1647.jpg	[[[[312.0, 269.0], [456.0, 299.0], [451.0, 319.0], [307.0, 295.0]], ('‘¡—ÙŒ˜”Ê31618', 0.95338315)]]
1651.jpg	[[[[320.0, 572.0], [561.0, 640.0], [552.0, 682.0], [308.0, 615.0]], ('‘¡ƒœ∞ƒ”Ê140', 0.9527088)]]
1662.jpg	[[[[88.0, 117.0], [252.0, 94.0], [255.0, 122.0], [91.0, 145.0]], ('‘¡Ã®”Ê‘À01216', 0.8512983)]]
1664.jpg	[[[[42.0, 329.0], [248.0, 363.0], [242.0, 399.0], [36.0, 365.0]], ('√ˆΩ˙”Ê05795', 0.8916707)]]
1665.jpg	[[[[130.0, 388.0], [381.0, 415.0], [376.0, 460.0], [125.0, 433.0]], ('‘¡ƒœ∞ƒ”Ê13335', 0.77903664)]]
1666.jpg	[[[[567.0, 336.0], [742.0, 314.0], [746.0, 347.0], [571.0, 369.0]], ('√ˆΩ˙”Ê05692', 0.7511096)]]
1668.jpg	[[[[282.0, 334.0], [461.0, 383.0], [447.0, 437.0], [267.0, 388.0]], ('’„¡Î”Ê23923', 0.8023313)]]
1669.jpg	[[[[57.0, 189.0], [264.0, 190.0], [264.0, 226.0], [57.0, 224.0]], ('¬≥≥«”Ê60129', 0.9683102)]]
1670.jpg	[[[[278.0, 548.0], [627.0, 525.0], [630.0, 575.0], [282.0, 599.0]], ('¬≥Ω∫”Ê60106', 0.9798676)]]
1674.jpg	[[[[221.0, 370.0], [482.0, 380.0], [480.0, 441.0], [218.0, 431.0]], ('’„≤‘”Ê08867', 0.7930105)]]
1677.jpg	[[[[188.0, 200.0], [328.0, 216.0], [324.0, 252.0], [184.0, 236.0]], ('¬≥≥«”Ê60682', 0.70941275)]]
1679.jpg	[[[[98.0, 150.0], [264.0, 177.0], [259.0, 206.0], [93.0, 180.0]], ('’„∆’”Ê72111', 0.8229855)]]
1680.jpg	[[[[133.0, 360.0], [349.0, 386.0], [343.0, 433.0], [127.0, 407.0]], ('ΩÚÃ¡”Ê03896', 0.9530587)]]
1681.jpg	[[[[65.0, 67.0], [267.0, 120.0], [252.0, 175.0], [50.0, 122.0]], ('’„¡Î”Ê74018', 0.6623321)]]
1685.jpg	[[[[209.0, 154.0], [343.0, 141.0], [345.0, 169.0], [212.0, 182.0]], ('÷–π˙”Ê’˛37078', 0.8945446)]]
1687.jpg	[[[[256.0, 262.0], [376.0, 285.0], [371.0, 315.0], [251.0, 292.0]], ('µ§∫£±ﬂ√≥508', 0.9320842)]]
1689.jpg	[[[[116.0, 244.0], [225.0, 264.0], [220.0, 287.0], [112.0, 268.0]], ('¬≥»’…Ω”Ê63322', 0.83425134)]]
1690.jpg	[[[[280.0, 501.0], [429.0, 483.0], [434.0, 520.0], [285.0, 538.0]], ('’„∆’”Ê68981', 0.5951154)]]
1691.jpg	[[[[251.0, 130.0], [427.0, 150.0], [422.0, 190.0], [246.0, 170.0]], ('À’∏””Ê04490', 0.9688387)]]
1692.jpg	[[[[383.0, 461.0], [493.0, 429.0], [505.0, 471.0], [395.0, 503.0]], ('√ˆª›”Ê00179', 0.5454712)]]
1696.jpg	[[[[257.0, 442.0], [396.0, 444.0], [396.0, 475.0], [256.0, 473.0]], ('¬≥Ω∫”Ê60999', 0.70333457)]]
1699.jpg	[[[[158.0, 285.0], [394.0, 327.0], [385.0, 375.0], [149.0, 334.0]], ('¬≥¿≥÷›”Ê66379', 0.96027905)]]
1700.jpg	[[[[149.0, 452.0], [319.0, 474.0], [315.0, 507.0], [145.0, 485.0]], ('À’¥Û”Ê—¯08109', 0.99159116)]]
1701.jpg	[[[[292.0, 209.0], [385.0, 203.0], [386.0, 219.0], [293.0, 226.0]], ('÷–π˙”Ê’˛44037', 0.9401063)]]
1706.jpg	[[[[277.0, 186.0], [438.0, 145.0], [443.0, 166.0], [282.0, 206.0]], ('C21-12974’„¡Î”Ê23701', 0.93827295)]]
1707.jpg	[[[[234.0, 387.0], [387.0, 387.0], [387.0, 424.0], [234.0, 424.0]], ('√ˆ’ƒ”Ê60595', 0.5917592)]]
1708.jpg	[[[[68.0, 113.0], [140.0, 126.0], [136.0, 145.0], [64.0, 132.0]], ('’„¬∑”Ê888', 0.8784677)]]
1712.jpg	[[[[209.0, 574.0], [374.0, 579.0], [373.0, 609.0], [208.0, 604.0]], ('¬≥≥«”Ê—¯61272', 0.73032653)]]
1713.jpg	[[[[222.0, 531.0], [524.0, 561.0], [517.0, 622.0], [216.0, 592.0]], ('‘¡—ÙΩ≠”Ê07026', 0.95030594)]]
1715.jpg	[[[[55.0, 171.0], [299.0, 194.0], [295.0, 235.0], [51.0, 211.0]], ('¬≥≥«”Ê60129', 0.97422963)]]
1716.jpg	[[[[399.0, 375.0], [600.0, 478.0], [567.0, 541.0], [366.0, 438.0]], ('’„¡Î”Ê23701', 0.8043801)]]
1718.jpg	[[[[261.0, 509.0], [421.0, 555.0], [411.0, 591.0], [251.0, 545.0]], ('¬≥Ω∫”Ê60122', 0.8945161)]]
1720.jpg	[[[[86.0, 260.0], [352.0, 333.0], [340.0, 376.0], [74.0, 303.0]], ('√ˆ∆’”Ê05761', 0.8596428)]]
1721.jpg	[[[[267.0, 487.0], [392.0, 467.0], [396.0, 493.0], [271.0, 513.0]], ('√ˆΩ˙”Ê05861', 0.7831919)]]
1730.jpg	[[[[97.0, 76.0], [166.0, 86.0], [164.0, 99.0], [95.0, 89.0]], ('¬≥·∞”Ê60003', 0.8976058)]]
1735.jpg	[[[[351.0, 496.0], [524.0, 462.0], [530.0, 497.0], [358.0, 531.0]], ('¡…”™”Ê26655', 0.9239523)]]
1737.jpg	[[[[190.0, 415.0], [433.0, 394.0], [436.0, 432.0], [194.0, 453.0]], ('¡…”™”Ê26111', 0.9825455)]]
1738.jpg	[[[[145.0, 373.0], [400.0, 415.0], [391.0, 467.0], [136.0, 425.0]], ('¬≥Ω∫”Ê60716', 0.8231878)]]
1739.jpg	[[[[113.0, 377.0], [234.0, 417.0], [222.0, 452.0], [101.0, 411.0]], ('√ˆΩ˙”Ê05691', 0.737538)]]
1744.jpg	[[[[309.0, 131.0], [342.0, 133.0], [332.0, 302.0], [299.0, 300.0]], ('¬≥≥«”Ê60129', 0.98804414)]]
1745.jpg	[[[[397.0, 280.0], [492.0, 292.0], [489.0, 317.0], [393.0, 305.0]], ('«Ì»˝—«”Ê7221', 0.76316166)]]
1746.jpg	[[[[204.0, 285.0], [404.0, 322.0], [397.0, 361.0], [197.0, 323.0]], ('À’∏””Ê02033', 0.971098)]]
1748.jpg	[[[[52.0, 670.0], [311.0, 664.0], [312.0, 703.0], [53.0, 709.0]], ('¬≥»Ÿ”Ê52268', 0.9106256)]]
1749.jpg	[[[[82.0, 591.0], [447.0, 636.0], [440.0, 693.0], [75.0, 647.0]], ('À’∏””Ê05198', 0.9271111)]]
1751.jpg	[[[[121.0, 280.0], [228.0, 298.0], [221.0, 338.0], [115.0, 320.0]], ('’„”Ò”Ê11688', 0.58004385)]]
1752.jpg	[[[[21.0, 467.0], [207.0, 502.0], [200.0, 537.0], [15.0, 502.0]], ('¬≥Ω∫ƒœ”Ê70117', 0.9125564)]]
1753.jpg	[[[[255.0, 352.0], [377.0, 333.0], [381.0, 362.0], [259.0, 380.0]], ('’„œÛ”Ê43079', 0.7933798)]]
1759.jpg	[[[[249.0, 190.0], [413.0, 229.0], [405.0, 262.0], [241.0, 223.0]], ('¬≥Ω∫”Ê—¯66167', 0.9725139)]]
1761.jpg	[[[[123.0, 496.0], [296.0, 439.0], [309.0, 480.0], [136.0, 537.0]], ('’„¡Î”Ê21509', 0.7900899)]]
1762.jpg	[[[[156.0, 130.0], [341.0, 130.0], [341.0, 193.0], [156.0, 193.0]], ('¬≥»Ÿ”Ê57467', 0.61209816)]]
1764.jpg	[[[[619.0, 304.0], [841.0, 276.0], [846.0, 317.0], [624.0, 345.0]], ('√ˆΩ˙”Ê05692', 0.84592724)]]
1765.jpg	[[[[316.0, 449.0], [470.0, 430.0], [474.0, 464.0], [320.0, 483.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.78156227)]]
1766.jpg	[[[[30.0, 264.0], [235.0, 283.0], [232.0, 312.0], [28.0, 293.0]], ('√ˆ’ƒ”Ê60219', 0.95144176)]]
1767.jpg	[[[[165.0, 176.0], [209.0, 176.0], [209.0, 200.0], [165.0, 200.0]], ('œÈÃ©2', 0.7754119)]]
1769.jpg	[[[[578.0, 341.0], [770.0, 316.0], [775.0, 353.0], [582.0, 379.0]], ('√ˆΩ˙”Ê05692', 0.825639)]]
1770.jpg	[[[[117.0, 450.0], [243.0, 420.0], [250.0, 449.0], [124.0, 479.0]], ('’„·””Ê05299', 0.7998893)]]
1771.jpg	[[[[128.0, 197.0], [308.0, 163.0], [315.0, 198.0], [134.0, 232.0]], ('’„∂¥”Ê30065', 0.82029545)]]
1772.jpg	[[[[337.0, 300.0], [471.0, 293.0], [472.0, 319.0], [339.0, 326.0]], ('÷–π˙”Ê’˛37078', 0.89436615)]]
1776.jpg	[[[[420.0, 272.0], [548.0, 287.0], [545.0, 315.0], [417.0, 300.0]], ('«Ì»˝—«”Ê72217', 0.81387544)]]
1778.jpg	[[[[20.0, 58.0], [232.0, 109.0], [222.0, 151.0], [10.0, 101.0]], ('√ˆ ®”Ê05236', 0.93666327)]]
1779.jpg	[[[[39.0, 236.0], [200.0, 263.0], [195.0, 291.0], [34.0, 264.0]], ('ΩÚÃ¡”Ê03585', 0.95646274)]]
1781.jpg	[[[[179.0, 366.0], [296.0, 388.0], [291.0, 412.0], [175.0, 390.0]], ('À’∏””Ê02539', 0.9916153)]]
1783.jpg	[[[[213.0, 617.0], [445.0, 620.0], [444.0, 653.0], [212.0, 650.0]], ('’„œÛ”Ê05232', 0.85682404)]]
1787.jpg	[[[[263.0, 445.0], [395.0, 432.0], [398.0, 460.0], [265.0, 472.0]], ('÷–π˙”Ê’˛37078', 0.8906501)]]
1788.jpg	[[[[221.0, 189.0], [270.0, 193.0], [268.0, 216.0], [219.0, 213.0]], ('µ¬–«018', 0.76586044)]]
1796.jpg	[[[[171.0, 663.0], [481.0, 708.0], [472.0, 765.0], [163.0, 720.0]], ('√ˆ ®”Ê06978', 0.9223768)]]
1800.jpg	[[[[124.0, 297.0], [395.0, 271.0], [401.0, 325.0], [129.0, 351.0]], ('¡…∫˘”Ê25166', 0.7638158)]]
1801.jpg	[[[[252.0, 236.0], [413.0, 240.0], [412.0, 268.0], [251.0, 265.0]], ('¡…∆’”Ê25222', 0.9184526)]]
1802.jpg	[[[[190.0, 233.0], [391.0, 272.0], [384.0, 310.0], [183.0, 271.0]], ('√ˆΩ˙”Ê05795', 0.9093224)]]
1803.jpg	[[[[515.0, 105.0], [618.0, 156.0], [601.0, 191.0], [498.0, 140.0]], ('¬≥·∞”Ê63311', 0.6900147)]]
1805.jpg	[[[[176.0, 391.0], [369.0, 410.0], [366.0, 445.0], [172.0, 426.0]], ('À’∏””Ê02077', 0.9003105)]]
1807.jpg	[[[[183.0, 363.0], [330.0, 390.0], [323.0, 431.0], [176.0, 404.0]], ('¬≥Ω∫”Ê62138', 0.75242823)]]
1810.jpg	[[[[191.0, 434.0], [310.0, 426.0], [312.0, 457.0], [193.0, 465.0]], ('‘¡ƒœ∞ƒ”Ê13018', 0.7869849)]]
1816.jpg	[[[[195.0, 360.0], [369.0, 402.0], [360.0, 436.0], [187.0, 394.0]], ('’„·∑”Ê06356', 0.6625308)]]
1818.jpg	[[[[320.0, 278.0], [465.0, 319.0], [453.0, 360.0], [308.0, 320.0]], ('√ˆ ®”Ê06522', 0.7505908)]]
1820.jpg	[[[[140.0, 382.0], [311.0, 410.0], [306.0, 443.0], [135.0, 415.0]], ('√ˆΩ˙”Ê05795', 0.8545009)]]
1824.jpg	[[[[195.0, 323.0], [349.0, 342.0], [342.0, 400.0], [188.0, 381.0]], ('’„¡Î”Ê56055', 0.5161734)]]
1830.jpg	[[[[79.0, 384.0], [345.0, 327.0], [357.0, 381.0], [91.0, 438.0]], ('√ˆΩ˙”Ê05815', 0.6910036)]]
1831.jpg	[[[[69.0, 162.0], [402.0, 249.0], [380.0, 334.0], [47.0, 247.0]], ('’„·∑”Ê15351', 0.6399389)]]
1833.jpg	[[[[183.0, 292.0], [390.0, 246.0], [403.0, 302.0], [196.0, 348.0]], ('’„¡Ÿ”Ê12299', 0.71539253)]]
1835.jpg	[[[[319.0, 301.0], [374.0, 309.0], [336.0, 564.0], [282.0, 556.0]], ('‘¡ƒœ∞ƒ”Ê13335', 0.6733879)]]
1836.jpg	[[[[88.0, 518.0], [255.0, 511.0], [257.0, 548.0], [90.0, 555.0]], ('‘¡—ÙŒ˜”Ê31318', 0.9356541)]]
1837.jpg	[[[[192.0, 540.0], [395.0, 501.0], [403.0, 539.0], [200.0, 578.0]], ('√ˆ ®”Ê06509', 0.781651)]]
1840.jpg	[[[[211.0, 281.0], [359.0, 272.0], [361.0, 300.0], [213.0, 309.0]], ('¬≥»’…Ω”Ê61099', 0.8972345)]]
1846.jpg	[[[[137.0, 454.0], [484.0, 285.0], [516.0, 352.0], [169.0, 521.0]], ('‘¡Ω≠≥«”Ê‘À89668', 0.70851433)]]
1847.jpg	[[[[34.0, 353.0], [186.0, 368.0], [183.0, 397.0], [31.0, 382.0]], ('À’∏””Ê02566', 0.8314018)]]
1850.jpg	[[[[229.0, 115.0], [434.0, 29.0], [457.0, 84.0], [251.0, 170.0]], ('‘¡–Ï”Ê33666', 0.81100667)]]
1851.jpg	[[[[168.0, 346.0], [292.0, 385.0], [280.0, 425.0], [156.0, 385.0]], ('’„¡Î”Ê690933', 0.5877136)]]
1859.jpg	[[[[109.0, 179.0], [179.0, 190.0], [177.0, 203.0], [107.0, 193.0]], ('¬≥·∞”Ê60003', 0.79788285)]]
1861.jpg	[[[[212.0, 523.0], [353.0, 516.0], [355.0, 549.0], [213.0, 555.0]], ('‘¡—ÙŒ˜”Ê31318', 0.9363511)]]
1864.jpg	[[[[39.0, 282.0], [198.0, 271.0], [201.0, 309.0], [41.0, 320.0]], ('«Ì¡Í—¯ΩªF045', 0.9719982)]]
1865.jpg	[[[[554.0, 87.0], [745.0, 119.0], [739.0, 160.0], [547.0, 128.0]], ('ΩÚÃ¡”Ê03896', 0.9434097)]]
1866.jpg	[[[[94.0, 127.0], [380.0, 234.0], [357.0, 293.0], [72.0, 186.0]], ('¬≥»’…Ω”Ê61020', 0.9372233)]]
1868.jpg	[[[[12.0, 51.0], [96.0, 71.0], [91.0, 89.0], [8.0, 69.0]], ('«Ì≤˝Ω≠10688', 0.93420863)]]
1869.jpg	[[[[184.0, 413.0], [372.0, 451.0], [365.0, 488.0], [177.0, 449.0]], ('’„·∑”Ê06356', 0.6420838)]]
1870.jpg	[[[[257.0, 466.0], [432.0, 504.0], [424.0, 537.0], [249.0, 499.0]], ('¬≥≥«”Ê62429', 0.98372847)]]
1876.jpg	[[[[244.0, 68.0], [400.0, 102.0], [392.0, 142.0], [235.0, 108.0]], ('‘¡µÁ”Ê92108', 0.93338037)]]
1877.jpg	[[[[145.0, 267.0], [317.0, 290.0], [312.0, 325.0], [140.0, 302.0]], ('À’¥Û”Ê—¯08109', 0.9843499)]]
1879.jpg	[[[[112.0, 481.0], [374.0, 431.0], [384.0, 487.0], [123.0, 537.0]], ('À’∏””Ê02766', 0.7929444)]]
1880.jpg	[[[[278.0, 429.0], [457.0, 457.0], [452.0, 488.0], [273.0, 460.0]], ('√ˆΩ˙”Ê05978', 0.94483954)]]
1883.jpg	[[[[192.0, 134.0], [249.0, 126.0], [251.0, 144.0], [194.0, 152.0]], ('÷–π˙”Ê’˛310', 0.894083)]]
1885.jpg	[[[[361.0, 389.0], [516.0, 345.0], [525.0, 377.0], [369.0, 420.0]], ('¬≥Ω∫ƒœ”Ê70117', 0.855546)]]
1892.jpg	[[[[611.0, 148.0], [824.0, 115.0], [831.0, 158.0], [618.0, 191.0]], ('‘¡µÁ”Ê92333', 0.954587)]]
1893.jpg	[[[[161.0, 368.0], [383.0, 334.0], [390.0, 380.0], [169.0, 415.0]], ('À’»Á”Ê09129', 0.975983)]]
1895.jpg	[[[[142.0, 345.0], [456.0, 413.0], [441.0, 481.0], [127.0, 414.0]], ('À’∏””Ê03106', 0.9868504)]]
1898.jpg	[[[[495.0, 116.0], [639.0, 93.0], [644.0, 126.0], [501.0, 148.0]], ('’„∂¥”Ê30065', 0.8132273)]]
1900.jpg	[[[[315.0, 179.0], [551.0, 145.0], [557.0, 192.0], [322.0, 226.0]], ('À’»Á”Ê09129', 0.9539529)]]
1901.jpg	[[[[335.0, 596.0], [476.0, 612.0], [469.0, 669.0], [329.0, 654.0]], ('∂´Ω≠∫˛7∫≈', 0.62341946)]]
1903.jpg	[[[[166.0, 396.0], [281.0, 423.0], [275.0, 447.0], [161.0, 420.0]], ('À’∏””Ê02539', 0.9918318)]]
1904.jpg	[[[[213.0, 434.0], [387.0, 454.0], [383.0, 489.0], [209.0, 468.0]], ('‘¡ƒœ∞ƒ”Ê33190', 0.84157205)]]
1905.jpg	[[[[83.0, 498.0], [240.0, 515.0], [235.0, 556.0], [79.0, 538.0]], ('√ˆΩ˙”Ê05676', 0.828717)]]
1907.jpg	[[[[239.0, 553.0], [466.0, 516.0], [474.0, 564.0], [247.0, 602.0]], ('À’»Á”Ê09129', 0.9769388)]]
1908.jpg	[[[[533.0, 218.0], [635.0, 198.0], [640.0, 224.0], [538.0, 244.0]], ('’„∂¥”Ê30065', 0.78302604)]]
1909.jpg	[[[[80.0, 152.0], [216.0, 150.0], [216.0, 177.0], [80.0, 178.0]], ('À’∏””Ê05781', 0.9381264)]]
1911.jpg	[[[[147.0, 411.0], [378.0, 420.0], [377.0, 462.0], [145.0, 453.0]], ('¬≥Ω∫”Ê—¯66008', 0.9863191)]]
1913.jpg	[[[[229.0, 413.0], [408.0, 372.0], [417.0, 411.0], [238.0, 452.0]], ('‘¡ƒœ∞ƒ”Ê12094', 0.8937688)]]
1916.jpg	[[[[401.0, 181.0], [506.0, 165.0], [510.0, 192.0], [405.0, 208.0]], ('‘¡ƒœ∞ƒ”Ê31309', 0.5839939)]]
1921.jpg	[[[[111.0, 432.0], [347.0, 432.0], [347.0, 476.0], [111.0, 476.0]], ('‘¡ƒœ∞ƒ”Ê24086', 0.9776325)]]
1925.jpg	[[[[223.0, 194.0], [507.0, 248.0], [494.0, 320.0], [210.0, 266.0]], ('’„¡Î”Ê23923', 0.7859686)]]
1926.jpg	[[[[152.0, 143.0], [259.0, 122.0], [263.0, 140.0], [156.0, 162.0]], ('À’∏””Ê02909', 0.8777005)]]
1927.jpg	[[[[6.0, 378.0], [281.0, 357.0], [285.0, 411.0], [10.0, 432.0]], ('√ˆΩ˙”Ê05659', 0.76861215)]]
1930.jpg	[[[[404.0, 252.0], [510.0, 284.0], [499.0, 321.0], [393.0, 289.0]], ('¬≥≥§”Ê—¯68511', 0.8558014)]]
1933.jpg	[[[[292.0, 275.0], [425.0, 260.0], [428.0, 288.0], [295.0, 303.0]], ('÷–π˙”Ê’˛37078', 0.8577901)]]
1934.jpg	[[[[61.0, 440.0], [369.0, 433.0], [371.0, 506.0], [62.0, 513.0]], ('À’∏””Ê02739', 0.8670905)]]
1935.jpg	[[[[320.0, 299.0], [487.0, 296.0], [487.0, 330.0], [320.0, 332.0]], ('‘¡—ÙŒ˜”Ê32899', 0.9517674)]]
1938.jpg	[[[[99.0, 271.0], [323.0, 316.0], [315.0, 357.0], [91.0, 311.0]], ('À’∏””Ê02033', 0.97653615)]]
1940.jpg	[[[[305.0, 521.0], [443.0, 498.0], [449.0, 531.0], [310.0, 554.0]], ('‘¡µÁ”Ê04138', 0.9516295)]]
1943.jpg	[[[[303.0, 178.0], [540.0, 166.0], [542.0, 213.0], [305.0, 226.0]], ('’„œÛ”Ê66027', 0.7067249)]]
1947.jpg	[[[[302.0, 531.0], [498.0, 522.0], [500.0, 557.0], [303.0, 566.0]], ('‘¡…«Œ≤”Ê13250', 0.98427296)]]
1950.jpg	[[[[16.0, 391.0], [250.0, 457.0], [240.0, 494.0], [6.0, 428.0]], ('À’∏””Ê‘À02188', 0.982907)]]
1953.jpg	[[[[226.0, 516.0], [384.0, 539.0], [378.0, 581.0], [221.0, 558.0]], ('√ˆΩ˙”Ê05676', 0.88749427)]]
1954.jpg	[[[[27.0, 207.0], [158.0, 229.0], [154.0, 256.0], [23.0, 235.0]], ('¬≥»’…Ω”Ê63322', 0.8389214)]]
1955.jpg	[[[[74.0, 326.0], [443.0, 336.0], [441.0, 399.0], [73.0, 390.0]], ('«‡–¬”Ê60818', 0.9156732)]]
1959.jpg	[[[[171.0, 325.0], [442.0, 266.0], [457.0, 339.0], [187.0, 397.0]], ('’„≤‘”Ê08118', 0.77232164)]]
1961.jpg	[[[[173.0, 217.0], [468.0, 136.0], [490.0, 215.0], [195.0, 296.0]], ('’„œÛ”Ê10198', 0.734065)]]
1962.jpg	[[[[413.0, 222.0], [499.0, 201.0], [505.0, 222.0], [418.0, 243.0]], ('√ˆ¡˙”Ê63159', 0.8011463)]]
1965.jpg	[[[[290.0, 459.0], [520.0, 399.0], [532.0, 445.0], [302.0, 504.0]], ('√ˆΩ˙”Ê05815', 0.7060703)]]
1967.jpg	[[[[48.0, 155.0], [143.0, 159.0], [142.0, 184.0], [47.0, 180.0]], ('√ˆœº”Ê01956', 0.7513945)]]
1969.jpg	[[[[200.0, 409.0], [543.0, 367.0], [547.0, 403.0], [205.0, 444.0]], ('¡…Ωı”Ê15676', 0.82604045)]]
